West US 2 A DC1 -> [([[West US 2 A_gateway1, GigabitEthernet0/0/1], [West US 2 A_gateway2, GigabitEthernet0/0/1]], [10.0.0.0/16])]
South Central US E DC4 -> [([[South Central US E_gateway1, GigabitEthernet0/0/4], [South Central US E_gateway2, GigabitEthernet0/0/4]], [10.173.0.0/16])]
South Central US E DC5 -> [([[South Central US E_gateway1, GigabitEthernet0/0/5], [South Central US E_gateway2, GigabitEthernet0/0/5]], [10.174.0.0/16])]
South Central US F DC1 -> [([[South Central US F_gateway1, GigabitEthernet0/0/1], [South Central US F_gateway2, GigabitEthernet0/0/1]], [10.175.0.0/16])]
South Central US F DC2 -> [([[South Central US F_gateway1, GigabitEthernet0/0/2], [South Central US F_gateway2, GigabitEthernet0/0/2]], [10.176.0.0/16])]
South Central US F DC3 -> [([[South Central US F_gateway1, GigabitEthernet0/0/3], [South Central US F_gateway2, GigabitEthernet0/0/3]], [10.177.0.0/16])]
South Central US F DC4 -> [([[South Central US F_gateway1, GigabitEthernet0/0/4], [South Central US F_gateway2, GigabitEthernet0/0/4]], [10.178.0.0/16])]
South Central US F DC5 -> [([[South Central US F_gateway1, GigabitEthernet0/0/5], [South Central US F_gateway2, GigabitEthernet0/0/5]], [10.179.0.0/16])]
Central US A DC1 -> [([[Central US A_gateway1, GigabitEthernet0/0/1], [Central US A_gateway2, GigabitEthernet0/0/1]], [10.180.0.0/16])]
Central US A DC2 -> [([[Central US A_gateway1, GigabitEthernet0/0/2], [Central US A_gateway2, GigabitEthernet0/0/2]], [10.181.0.0/16])]
Central US A DC3 -> [([[Central US A_gateway1, GigabitEthernet0/0/3], [Central US A_gateway2, GigabitEthernet0/0/3]], [10.182.0.0/16])]
Central US A DC4 -> [([[Central US A_gateway1, GigabitEthernet0/0/4], [Central US A_gateway2, GigabitEthernet0/0/4]], [10.183.0.0/16])]
Central US A DC5 -> [([[Central US A_gateway1, GigabitEthernet0/0/5], [Central US A_gateway2, GigabitEthernet0/0/5]], [10.184.0.0/16])]
Central US B DC1 -> [([[Central US B_gateway1, GigabitEthernet0/0/1], [Central US B_gateway2, GigabitEthernet0/0/1]], [10.185.0.0/16])]
Central US B DC2 -> [([[Central US B_gateway1, GigabitEthernet0/0/2], [Central US B_gateway2, GigabitEthernet0/0/2]], [10.186.0.0/16])]
Central US B DC3 -> [([[Central US B_gateway1, GigabitEthernet0/0/3], [Central US B_gateway2, GigabitEthernet0/0/3]], [10.187.0.0/16])]
Central US B DC4 -> [([[Central US B_gateway1, GigabitEthernet0/0/4], [Central US B_gateway2, GigabitEthernet0/0/4]], [10.188.0.0/16])]
Central US B DC5 -> [([[Central US B_gateway1, GigabitEthernet0/0/5], [Central US B_gateway2, GigabitEthernet0/0/5]], [10.189.0.0/16])]
Central US C DC1 -> [([[Central US C_gateway1, GigabitEthernet0/0/1], [Central US C_gateway2, GigabitEthernet0/0/1]], [10.190.0.0/16])]
Central US C DC2 -> [([[Central US C_gateway1, GigabitEthernet0/0/2], [Central US C_gateway2, GigabitEthernet0/0/2]], [10.191.0.0/16])]
Central US C DC3 -> [([[Central US C_gateway1, GigabitEthernet0/0/3], [Central US C_gateway2, GigabitEthernet0/0/3]], [10.192.0.0/16])]
Central US C DC4 -> [([[Central US C_gateway1, GigabitEthernet0/0/4], [Central US C_gateway2, GigabitEthernet0/0/4]], [10.193.0.0/16])]
Central US C DC5 -> [([[Central US C_gateway1, GigabitEthernet0/0/5], [Central US C_gateway2, GigabitEthernet0/0/5]], [10.194.0.0/16])]
Central US D DC1 -> [([[Central US D_gateway1, GigabitEthernet0/0/1], [Central US D_gateway2, GigabitEthernet0/0/1]], [10.195.0.0/16])]
Central US D DC2 -> [([[Central US D_gateway1, GigabitEthernet0/0/2], [Central US D_gateway2, GigabitEthernet0/0/2]], [10.196.0.0/16])]
Central US D DC3 -> [([[Central US D_gateway1, GigabitEthernet0/0/3], [Central US D_gateway2, GigabitEthernet0/0/3]], [10.197.0.0/16])]
Central US D DC4 -> [([[Central US D_gateway1, GigabitEthernet0/0/4], [Central US D_gateway2, GigabitEthernet0/0/4]], [10.198.0.0/16])]
Central US D DC5 -> [([[Central US D_gateway1, GigabitEthernet0/0/5], [Central US D_gateway2, GigabitEthernet0/0/5]], [10.199.0.0/16])]
Central US E DC1 -> [([[Central US E_gateway1, GigabitEthernet0/0/1], [Central US E_gateway2, GigabitEthernet0/0/1]], [10.200.0.0/16])]
Central US E DC2 -> [([[Central US E_gateway1, GigabitEthernet0/0/2], [Central US E_gateway2, GigabitEthernet0/0/2]], [10.201.0.0/16])]
Central US E DC3 -> [([[Central US E_gateway1, GigabitEthernet0/0/3], [Central US E_gateway2, GigabitEthernet0/0/3]], [10.202.0.0/16])]
Central US E DC4 -> [([[Central US E_gateway1, GigabitEthernet0/0/4], [Central US E_gateway2, GigabitEthernet0/0/4]], [10.203.0.0/16])]
Central US E DC5 -> [([[Central US E_gateway1, GigabitEthernet0/0/5], [Central US E_gateway2, GigabitEthernet0/0/5]], [10.204.0.0/16])]
Central US F DC1 -> [([[Central US F_gateway1, GigabitEthernet0/0/1], [Central US F_gateway2, GigabitEthernet0/0/1]], [10.205.0.0/16])]
Central US F DC2 -> [([[Central US F_gateway1, GigabitEthernet0/0/2], [Central US F_gateway2, GigabitEthernet0/0/2]], [10.206.0.0/16])]
Central US F DC3 -> [([[Central US F_gateway1, GigabitEthernet0/0/3], [Central US F_gateway2, GigabitEthernet0/0/3]], [10.207.0.0/16])]
Central US F DC4 -> [([[Central US F_gateway1, GigabitEthernet0/0/4], [Central US F_gateway2, GigabitEthernet0/0/4]], [10.208.0.0/16])]
Central US F DC5 -> [([[Central US F_gateway1, GigabitEthernet0/0/5], [Central US F_gateway2, GigabitEthernet0/0/5]], [10.209.0.0/16])]
North Central US A DC1 -> [([[North Central US A_gateway1, GigabitEthernet0/0/1], [North Central US A_gateway2, GigabitEthernet0/0/1]], [10.210.0.0/16])]
North Central US A DC2 -> [([[North Central US A_gateway1, GigabitEthernet0/0/2], [North Central US A_gateway2, GigabitEthernet0/0/2]], [10.211.0.0/16])]
North Central US A DC3 -> [([[North Central US A_gateway1, GigabitEthernet0/0/3], [North Central US A_gateway2, GigabitEthernet0/0/3]], [10.212.0.0/16])]
North Central US A DC4 -> [([[North Central US A_gateway1, GigabitEthernet0/0/4], [North Central US A_gateway2, GigabitEthernet0/0/4]], [10.213.0.0/16])]
North Central US A DC5 -> [([[North Central US A_gateway1, GigabitEthernet0/0/5], [North Central US A_gateway2, GigabitEthernet0/0/5]], [10.214.0.0/16])]
North Central US B DC1 -> [([[North Central US B_gateway1, GigabitEthernet0/0/1], [North Central US B_gateway2, GigabitEthernet0/0/1]], [10.215.0.0/16])]
North Central US B DC2 -> [([[North Central US B_gateway1, GigabitEthernet0/0/2], [North Central US B_gateway2, GigabitEthernet0/0/2]], [10.216.0.0/16])]
North Central US B DC3 -> [([[North Central US B_gateway1, GigabitEthernet0/0/3], [North Central US B_gateway2, GigabitEthernet0/0/3]], [10.217.0.0/16])]
North Central US B DC4 -> [([[North Central US B_gateway1, GigabitEthernet0/0/4], [North Central US B_gateway2, GigabitEthernet0/0/4]], [10.218.0.0/16])]
North Central US B DC5 -> [([[North Central US B_gateway1, GigabitEthernet0/0/5], [North Central US B_gateway2, GigabitEthernet0/0/5]], [10.219.0.0/16])]
North Central US C DC1 -> [([[North Central US C_gateway1, GigabitEthernet0/0/1], [North Central US C_gateway2, GigabitEthernet0/0/1]], [10.220.0.0/16])]
North Central US C DC2 -> [([[North Central US C_gateway1, GigabitEthernet0/0/2], [North Central US C_gateway2, GigabitEthernet0/0/2]], [10.221.0.0/16])]
North Central US C DC3 -> [([[North Central US C_gateway1, GigabitEthernet0/0/3], [North Central US C_gateway2, GigabitEthernet0/0/3]], [10.222.0.0/16])]
North Central US C DC4 -> [([[North Central US C_gateway1, GigabitEthernet0/0/4], [North Central US C_gateway2, GigabitEthernet0/0/4]], [10.223.0.0/16])]
North Central US C DC5 -> [([[North Central US C_gateway1, GigabitEthernet0/0/5], [North Central US C_gateway2, GigabitEthernet0/0/5]], [10.224.0.0/16])]
North Central US D DC1 -> [([[North Central US D_gateway1, GigabitEthernet0/0/1], [North Central US D_gateway2, GigabitEthernet0/0/1]], [10.225.0.0/16])]
North Central US D DC2 -> [([[North Central US D_gateway1, GigabitEthernet0/0/2], [North Central US D_gateway2, GigabitEthernet0/0/2]], [10.226.0.0/16])]
North Central US D DC3 -> [([[North Central US D_gateway1, GigabitEthernet0/0/3], [North Central US D_gateway2, GigabitEthernet0/0/3]], [10.227.0.0/16])]
North Central US D DC4 -> [([[North Central US D_gateway1, GigabitEthernet0/0/4], [North Central US D_gateway2, GigabitEthernet0/0/4]], [10.228.0.0/16])]
North Central US D DC5 -> [([[North Central US D_gateway1, GigabitEthernet0/0/5], [North Central US D_gateway2, GigabitEthernet0/0/5]], [10.229.0.0/16])]
North Central US E DC1 -> [([[North Central US E_gateway1, GigabitEthernet0/0/1], [North Central US E_gateway2, GigabitEthernet0/0/1]], [10.230.0.0/16])]
North Central US E DC2 -> [([[North Central US E_gateway1, GigabitEthernet0/0/2], [North Central US E_gateway2, GigabitEthernet0/0/2]], [10.231.0.0/16])]
North Central US E DC3 -> [([[North Central US E_gateway1, GigabitEthernet0/0/3], [North Central US E_gateway2, GigabitEthernet0/0/3]], [10.232.0.0/16])]
North Central US E DC4 -> [([[North Central US E_gateway1, GigabitEthernet0/0/4], [North Central US E_gateway2, GigabitEthernet0/0/4]], [10.233.0.0/16])]
North Central US E DC5 -> [([[North Central US E_gateway1, GigabitEthernet0/0/5], [North Central US E_gateway2, GigabitEthernet0/0/5]], [10.234.0.0/16])]
North Central US F DC1 -> [([[North Central US F_gateway1, GigabitEthernet0/0/1], [North Central US F_gateway2, GigabitEthernet0/0/1]], [10.235.0.0/16])]
North Central US F DC2 -> [([[North Central US F_gateway1, GigabitEthernet0/0/2], [North Central US F_gateway2, GigabitEthernet0/0/2]], [10.236.0.0/16])]
North Central US F DC3 -> [([[North Central US F_gateway1, GigabitEthernet0/0/3], [North Central US F_gateway2, GigabitEthernet0/0/3]], [10.237.0.0/16])]
North Central US F DC4 -> [([[North Central US F_gateway1, GigabitEthernet0/0/4], [North Central US F_gateway2, GigabitEthernet0/0/4]], [10.238.0.0/16])]
North Central US F DC5 -> [([[North Central US F_gateway1, GigabitEthernet0/0/5], [North Central US F_gateway2, GigabitEthernet0/0/5]], [10.239.0.0/16])]
East US 3 A DC1 -> [([[East US 3 A_gateway1, GigabitEthernet0/0/1], [East US 3 A_gateway2, GigabitEthernet0/0/1]], [10.240.0.0/16])]
East US 3 A DC2 -> [([[East US 3 A_gateway1, GigabitEthernet0/0/2], [East US 3 A_gateway2, GigabitEthernet0/0/2]], [10.241.0.0/16])]
East US 3 A DC3 -> [([[East US 3 A_gateway1, GigabitEthernet0/0/3], [East US 3 A_gateway2, GigabitEthernet0/0/3]], [10.242.0.0/16])]
East US 3 A DC4 -> [([[East US 3 A_gateway1, GigabitEthernet0/0/4], [East US 3 A_gateway2, GigabitEthernet0/0/4]], [10.243.0.0/16])]
East US 3 A DC5 -> [([[East US 3 A_gateway1, GigabitEthernet0/0/5], [East US 3 A_gateway2, GigabitEthernet0/0/5]], [10.244.0.0/16])]
East US 3 B DC1 -> [([[East US 3 B_gateway1, GigabitEthernet0/0/1], [East US 3 B_gateway2, GigabitEthernet0/0/1]], [10.245.0.0/16])]
East US 3 B DC2 -> [([[East US 3 B_gateway1, GigabitEthernet0/0/2], [East US 3 B_gateway2, GigabitEthernet0/0/2]], [10.246.0.0/16])]
East US 3 B DC3 -> [([[East US 3 B_gateway1, GigabitEthernet0/0/3], [East US 3 B_gateway2, GigabitEthernet0/0/3]], [10.247.0.0/16])]
East US 3 B DC4 -> [([[East US 3 B_gateway1, GigabitEthernet0/0/4], [East US 3 B_gateway2, GigabitEthernet0/0/4]], [10.248.0.0/16])]
East US 3 B DC5 -> [([[East US 3 B_gateway1, GigabitEthernet0/0/5], [East US 3 B_gateway2, GigabitEthernet0/0/5]], [10.249.0.0/16])]
East US 3 C DC1 -> [([[East US 3 C_gateway1, GigabitEthernet0/0/1], [East US 3 C_gateway2, GigabitEthernet0/0/1]], [10.250.0.0/16])]
East US 3 C DC2 -> [([[East US 3 C_gateway1, GigabitEthernet0/0/2], [East US 3 C_gateway2, GigabitEthernet0/0/2]], [10.251.0.0/16])]
East US 3 C DC3 -> [([[East US 3 C_gateway1, GigabitEthernet0/0/3], [East US 3 C_gateway2, GigabitEthernet0/0/3]], [10.252.0.0/16])]
East US 3 C DC4 -> [([[East US 3 C_gateway1, GigabitEthernet0/0/4], [East US 3 C_gateway2, GigabitEthernet0/0/4]], [10.253.0.0/16])]
East US 3 C DC5 -> [([[East US 3 C_gateway1, GigabitEthernet0/0/5], [East US 3 C_gateway2, GigabitEthernet0/0/5]], [10.254.0.0/16])]
East US 3 D DC1 -> [([[East US 3 D_gateway1, GigabitEthernet0/0/1], [East US 3 D_gateway2, GigabitEthernet0/0/1]], [10.255.0.0/16])]
East US 3 D DC2 -> [([[East US 3 D_gateway1, GigabitEthernet0/0/2], [East US 3 D_gateway2, GigabitEthernet0/0/2]], [11.0.0.0/16])]
East US 3 D DC3 -> [([[East US 3 D_gateway1, GigabitEthernet0/0/3], [East US 3 D_gateway2, GigabitEthernet0/0/3]], [11.1.0.0/16])]
East US 3 D DC4 -> [([[East US 3 D_gateway1, GigabitEthernet0/0/4], [East US 3 D_gateway2, GigabitEthernet0/0/4]], [11.2.0.0/16])]
East US 3 D DC5 -> [([[East US 3 D_gateway1, GigabitEthernet0/0/5], [East US 3 D_gateway2, GigabitEthernet0/0/5]], [11.3.0.0/16])]
East US 3 E DC1 -> [([[East US 3 E_gateway1, GigabitEthernet0/0/1], [East US 3 E_gateway2, GigabitEthernet0/0/1]], [11.4.0.0/16])]
East US 3 E DC2 -> [([[East US 3 E_gateway1, GigabitEthernet0/0/2], [East US 3 E_gateway2, GigabitEthernet0/0/2]], [11.5.0.0/16])]
East US 3 E DC3 -> [([[East US 3 E_gateway1, GigabitEthernet0/0/3], [East US 3 E_gateway2, GigabitEthernet0/0/3]], [11.6.0.0/16])]
East US 3 E DC4 -> [([[East US 3 E_gateway1, GigabitEthernet0/0/4], [East US 3 E_gateway2, GigabitEthernet0/0/4]], [11.7.0.0/16])]
East US 3 E DC5 -> [([[East US 3 E_gateway1, GigabitEthernet0/0/5], [East US 3 E_gateway2, GigabitEthernet0/0/5]], [11.8.0.0/16])]
East US 3 F DC1 -> [([[East US 3 F_gateway1, GigabitEthernet0/0/1], [East US 3 F_gateway2, GigabitEthernet0/0/1]], [11.9.0.0/16])]
East US 3 F DC2 -> [([[East US 3 F_gateway1, GigabitEthernet0/0/2], [East US 3 F_gateway2, GigabitEthernet0/0/2]], [11.10.0.0/16])]
East US 3 F DC3 -> [([[East US 3 F_gateway1, GigabitEthernet0/0/3], [East US 3 F_gateway2, GigabitEthernet0/0/3]], [11.11.0.0/16])]
East US 3 F DC4 -> [([[East US 3 F_gateway1, GigabitEthernet0/0/4], [East US 3 F_gateway2, GigabitEthernet0/0/4]], [11.12.0.0/16])]
East US 3 F DC5 -> [([[East US 3 F_gateway1, GigabitEthernet0/0/5], [East US 3 F_gateway2, GigabitEthernet0/0/5]], [11.13.0.0/16])]
East US 2 A DC1 -> [([[East US 2 A_gateway1, GigabitEthernet0/0/1], [East US 2 A_gateway2, GigabitEthernet0/0/1]], [11.14.0.0/16])]
East US 2 A DC2 -> [([[East US 2 A_gateway1, GigabitEthernet0/0/2], [East US 2 A_gateway2, GigabitEthernet0/0/2]], [11.15.0.0/16])]
East US 2 A DC3 -> [([[East US 2 A_gateway1, GigabitEthernet0/0/3], [East US 2 A_gateway2, GigabitEthernet0/0/3]], [11.16.0.0/16])]
East US 2 A DC4 -> [([[East US 2 A_gateway1, GigabitEthernet0/0/4], [East US 2 A_gateway2, GigabitEthernet0/0/4]], [11.17.0.0/16])]
East US 2 A DC5 -> [([[East US 2 A_gateway1, GigabitEthernet0/0/5], [East US 2 A_gateway2, GigabitEthernet0/0/5]], [11.18.0.0/16])]
East US 2 B DC1 -> [([[East US 2 B_gateway1, GigabitEthernet0/0/1], [East US 2 B_gateway2, GigabitEthernet0/0/1]], [11.19.0.0/16])]
East US 2 B DC2 -> [([[East US 2 B_gateway1, GigabitEthernet0/0/2], [East US 2 B_gateway2, GigabitEthernet0/0/2]], [11.20.0.0/16])]
East US 2 B DC3 -> [([[East US 2 B_gateway1, GigabitEthernet0/0/3], [East US 2 B_gateway2, GigabitEthernet0/0/3]], [11.21.0.0/16])]
East US 2 B DC4 -> [([[East US 2 B_gateway1, GigabitEthernet0/0/4], [East US 2 B_gateway2, GigabitEthernet0/0/4]], [11.22.0.0/16])]
East US 2 B DC5 -> [([[East US 2 B_gateway1, GigabitEthernet0/0/5], [East US 2 B_gateway2, GigabitEthernet0/0/5]], [11.23.0.0/16])]
East US 2 C DC1 -> [([[East US 2 C_gateway1, GigabitEthernet0/0/1], [East US 2 C_gateway2, GigabitEthernet0/0/1]], [11.24.0.0/16])]
East US 2 C DC2 -> [([[East US 2 C_gateway1, GigabitEthernet0/0/2], [East US 2 C_gateway2, GigabitEthernet0/0/2]], [11.25.0.0/16])]
East US 2 C DC3 -> [([[East US 2 C_gateway1, GigabitEthernet0/0/3], [East US 2 C_gateway2, GigabitEthernet0/0/3]], [11.26.0.0/16])]
East US 2 C DC4 -> [([[East US 2 C_gateway1, GigabitEthernet0/0/4], [East US 2 C_gateway2, GigabitEthernet0/0/4]], [11.27.0.0/16])]
East US 2 C DC5 -> [([[East US 2 C_gateway1, GigabitEthernet0/0/5], [East US 2 C_gateway2, GigabitEthernet0/0/5]], [11.28.0.0/16])]
East US 2 D DC1 -> [([[East US 2 D_gateway1, GigabitEthernet0/0/1], [East US 2 D_gateway2, GigabitEthernet0/0/1]], [11.29.0.0/16])]
East US 2 D DC2 -> [([[East US 2 D_gateway1, GigabitEthernet0/0/2], [East US 2 D_gateway2, GigabitEthernet0/0/2]], [11.30.0.0/16])]
East US 2 D DC3 -> [([[East US 2 D_gateway1, GigabitEthernet0/0/3], [East US 2 D_gateway2, GigabitEthernet0/0/3]], [11.31.0.0/16])]
East US 2 D DC4 -> [([[East US 2 D_gateway1, GigabitEthernet0/0/4], [East US 2 D_gateway2, GigabitEthernet0/0/4]], [11.32.0.0/16])]
East US 2 D DC5 -> [([[East US 2 D_gateway1, GigabitEthernet0/0/5], [East US 2 D_gateway2, GigabitEthernet0/0/5]], [11.33.0.0/16])]
East US 2 E DC1 -> [([[East US 2 E_gateway1, GigabitEthernet0/0/1], [East US 2 E_gateway2, GigabitEthernet0/0/1]], [11.34.0.0/16])]
East US 2 E DC2 -> [([[East US 2 E_gateway1, GigabitEthernet0/0/2], [East US 2 E_gateway2, GigabitEthernet0/0/2]], [11.35.0.0/16])]
East US 2 E DC3 -> [([[East US 2 E_gateway1, GigabitEthernet0/0/3], [East US 2 E_gateway2, GigabitEthernet0/0/3]], [11.36.0.0/16])]
East US 2 E DC4 -> [([[East US 2 E_gateway1, GigabitEthernet0/0/4], [East US 2 E_gateway2, GigabitEthernet0/0/4]], [11.37.0.0/16])]
East US 2 E DC5 -> [([[East US 2 E_gateway1, GigabitEthernet0/0/5], [East US 2 E_gateway2, GigabitEthernet0/0/5]], [11.38.0.0/16])]
East US 2 F DC1 -> [([[East US 2 F_gateway1, GigabitEthernet0/0/1], [East US 2 F_gateway2, GigabitEthernet0/0/1]], [11.39.0.0/16])]
East US 2 F DC2 -> [([[East US 2 F_gateway1, GigabitEthernet0/0/2], [East US 2 F_gateway2, GigabitEthernet0/0/2]], [11.40.0.0/16])]
East US 2 F DC3 -> [([[East US 2 F_gateway1, GigabitEthernet0/0/3], [East US 2 F_gateway2, GigabitEthernet0/0/3]], [11.41.0.0/16])]
East US 2 F DC4 -> [([[East US 2 F_gateway1, GigabitEthernet0/0/4], [East US 2 F_gateway2, GigabitEthernet0/0/4]], [11.42.0.0/16])]
East US 2 F DC5 -> [([[East US 2 F_gateway1, GigabitEthernet0/0/5], [East US 2 F_gateway2, GigabitEthernet0/0/5]], [11.43.0.0/16])]
East US A DC1 -> [([[East US A_gateway1, GigabitEthernet0/0/1], [East US A_gateway2, GigabitEthernet0/0/1]], [11.44.0.0/16])]
East US A DC2 -> [([[East US A_gateway1, GigabitEthernet0/0/2], [East US A_gateway2, GigabitEthernet0/0/2]], [11.45.0.0/16])]
East US A DC3 -> [([[East US A_gateway1, GigabitEthernet0/0/3], [East US A_gateway2, GigabitEthernet0/0/3]], [11.46.0.0/16])]
East US A DC4 -> [([[East US A_gateway1, GigabitEthernet0/0/4], [East US A_gateway2, GigabitEthernet0/0/4]], [11.47.0.0/16])]
East US A DC5 -> [([[East US A_gateway1, GigabitEthernet0/0/5], [East US A_gateway2, GigabitEthernet0/0/5]], [11.48.0.0/16])]
East US B DC1 -> [([[East US B_gateway1, GigabitEthernet0/0/1], [East US B_gateway2, GigabitEthernet0/0/1]], [11.49.0.0/16])]
East US B DC2 -> [([[East US B_gateway1, GigabitEthernet0/0/2], [East US B_gateway2, GigabitEthernet0/0/2]], [11.50.0.0/16])]
East US B DC3 -> [([[East US B_gateway1, GigabitEthernet0/0/3], [East US B_gateway2, GigabitEthernet0/0/3]], [11.51.0.0/16])]
East US B DC4 -> [([[East US B_gateway1, GigabitEthernet0/0/4], [East US B_gateway2, GigabitEthernet0/0/4]], [11.52.0.0/16])]
East US B DC5 -> [([[East US B_gateway1, GigabitEthernet0/0/5], [East US B_gateway2, GigabitEthernet0/0/5]], [11.53.0.0/16])]
East US C DC1 -> [([[East US C_gateway1, GigabitEthernet0/0/1], [East US C_gateway2, GigabitEthernet0/0/1]], [11.54.0.0/16])]
East US C DC2 -> [([[East US C_gateway1, GigabitEthernet0/0/2], [East US C_gateway2, GigabitEthernet0/0/2]], [11.55.0.0/16])]
East US C DC3 -> [([[East US C_gateway1, GigabitEthernet0/0/3], [East US C_gateway2, GigabitEthernet0/0/3]], [11.56.0.0/16])]
East US C DC4 -> [([[East US C_gateway1, GigabitEthernet0/0/4], [East US C_gateway2, GigabitEthernet0/0/4]], [11.57.0.0/16])]
East US C DC5 -> [([[East US C_gateway1, GigabitEthernet0/0/5], [East US C_gateway2, GigabitEthernet0/0/5]], [11.58.0.0/16])]
East US D DC1 -> [([[East US D_gateway1, GigabitEthernet0/0/1], [East US D_gateway2, GigabitEthernet0/0/1]], [11.59.0.0/16])]
East US D DC2 -> [([[East US D_gateway1, GigabitEthernet0/0/2], [East US D_gateway2, GigabitEthernet0/0/2]], [11.60.0.0/16])]
East US D DC3 -> [([[East US D_gateway1, GigabitEthernet0/0/3], [East US D_gateway2, GigabitEthernet0/0/3]], [11.61.0.0/16])]
East US D DC4 -> [([[East US D_gateway1, GigabitEthernet0/0/4], [East US D_gateway2, GigabitEthernet0/0/4]], [11.62.0.0/16])]
East US D DC5 -> [([[East US D_gateway1, GigabitEthernet0/0/5], [East US D_gateway2, GigabitEthernet0/0/5]], [11.63.0.0/16])]
East US E DC1 -> [([[East US E_gateway1, GigabitEthernet0/0/1], [East US E_gateway2, GigabitEthernet0/0/1]], [11.64.0.0/16])]
East US E DC2 -> [([[East US E_gateway1, GigabitEthernet0/0/2], [East US E_gateway2, GigabitEthernet0/0/2]], [11.65.0.0/16])]
East US E DC3 -> [([[East US E_gateway1, GigabitEthernet0/0/3], [East US E_gateway2, GigabitEthernet0/0/3]], [11.66.0.0/16])]
